96,4,"Data Analyst,Certified Ethical Hacker (CEH),Security+,Python Programming,DevOps Consultant",Web Developer
97,2,"SQL,AWS Certified Cloud Practitioner,Certified Ethical Hacker (CEH),CPT",Data Scientist
98,10,"CISA,Data Engineer,Statistician,CEH",Data Scientist
99,6,"Certified Information Systems Security Professional (CISSP),Statistician",Project Manager
100,6,PMI-PBA,Cloud Architect
101,4,"Microsoft Certified: Azure Solutions Architect Expert,R Programming,R Programming",Web Developer
102,7,"Web Development,Network Engineer,CSS,DevOps Engineer,PMP",Data Scientist
103,7,PMP,Cloud Engineer
104,3,"OSCP,JavaScript,CEH,Data Engineer",Information Security Analyst
105,6,"Data Engineer,PMI-ACP,Cybersecurity Analyst,Backend Developer,R Programming",Data Scientist
106,9,"R Programming,OSCP",Data Scientist
107,7,"Network Engineer,AWS Certified Cloud Practitioner,Data Analyst,CSS",Project Manager
108,7,"Data Engineer,SQL,JavaScript,Cloud Architect,Security+",Cloud Engineer
109,4,"Data Analyst,Certified Information Systems Security Professional (CISSP),CPT,Statistician,Data Analyst",Web Developer
110,9,"DevOps Consultant,Certified Information Systems Security Professional (CISSP),CPT,Information Security Analyst,OSCP",Cloud Engineer
111,8,"AWS Certified Cloud Practitioner,R Programming,Data Engineer",Information Security Analyst
112,3,"Fullstack Developer,R Programming,Machine Learning Engineer",Information Security Analyst
113,8,Data Science,Cloud Engineer
114,6,"Data Analyst,CSS,Information Security Analyst",Data Scientist
115,4,"R Programming,Backend Developer,CSS",Project Manager
116,8,AWS Certified Cloud Practitioner,Cloud Engineer
117,2,"Web Development,CSS",Cloud Engineer
118,8,"HTML,Cloud Architect,Cloud Architect,Information Security Analyst",Ethical Hacker
119,2,"Cloud Architect,Backend Developer,Microsoft Certified: Azure Solutions Architect Expert",Software Engineer
120,4,"Data Engineer,OSCP",Web Developer
121,2,"Python Programming,Machine Learning Engineer",Data Engineer
122,10,Python Programming,Cloud Architect
123,10,DevOps Engineer,Web Developer
124,3,Web Development,Cloud Engineer
125,7,"Data Analyst,Security+,PMI-ACP,Cloud Architect",Data Engineer
126,10,"HTML,R Programming",Information Security Analyst
127,6,"Machine Learning Engineer,AWS Certified Cloud Practitioner,DevOps Engineer,R Programming",Data Scientist
128,5,"Google Cloud Certified Professional Cloud Architect,Data Engineer,Network Engineer",Ethical Hacker
129,5,"Data Engineer,Certified Ethical Hacker (CEH),Information Security Analyst,R Programming",Ethical Hacker
130,2,"PMI-PBA,Microsoft Certified: Azure Solutions Architect Expert,Frontend Developer,Certified Ethical Hacker (CEH)",Cloud Engineer
131,6,"Information Security Analyst,R Programming,Backend Developer",Data Scientist
132,5,"AWS Certified Cloud Practitioner,Cybersecurity Analyst,DevOps Consultant,Network Engineer",Cloud Engineer
133,2,"PMI-ACP,SQL,PMI-ACP,Security+",Data Scientist
134,4,"AWS Certified Cloud Practitioner,Fullstack Developer,CSS,DevOps Consultant",Data Scientist
135,2,Data Science,Information Security Analyst
136,7,"PMI-PBA,AWS Certified Cloud Practitioner,Statistician,CISA",Data Scientist
137,3,CEH,Information Security Analyst
138,1,SQL,Web Developer
139,1,"PMI-ACP,Cloud Architect,DevOps Consultant,Certified Ethical Hacker (CEH)",Cloud Engineer
140,8,"Data Engineer,Certified Information Systems Security Professional (CISSP),Certified Ethical Hacker (CEH),R Programming,Information Security Analyst",Ethical Hacker
141,1,"R Programming,Cloud Architect,CISA,CEH,Backend Developer",Data Engineer
142,3,"DevOps Consultant,R Programming,CISA",Cloud Architect
143,10,Certified Ethical Hacker (CEH),Data Scientist
144,4,PMI-PBA,Web Developer
145,8,Data Analyst,Data Scientist
146,9,"CSS,R Programming,PMI-ACP,Cloud Architect,Cloud Architect",Project Manager
147,5,"Information Security Analyst,Security+",Ethical Hacker
148,9,"Cloud Architect,Data Analyst,DevOps Consultant",Data Engineer
149,1,"Data Engineer,CSS,CEH",Ethical Hacker
150,5,"Certified Information Systems Security Professional (CISSP),JavaScript",Web Developer
151,4,"R Programming,CISA,DevOps Consultant",Data Scientist
152,1,"CSS,R Programming,Data Engineer",Information Security Analyst
153,8,Machine Learning Engineer,Cloud Engineer
154,7,"R Programming,Backend Developer,Cloud Architect",Information Security Analyst
155,4,"CPT,Data Engineer,Fullstack Developer,Certified Ethical Hacker (CEH),Statistician",Cloud Engineer
156,6,"Microsoft Certified: Azure Solutions Architect Expert,Data Analyst,Google Cloud Certified Professional Cloud Architect,CPT",Data Engineer
157,8,"Microsoft Certified: Azure Solutions Architect Expert,R Programming,Network Engineer,Python Programming",Cloud Architect
158,5,Information Security Analyst,Web Developer
159,9,"CEH,CISA,Data Analyst,Backend Developer",Web Developer
160,7,"HTML,Certified Information Systems Security Professional (CISSP),Fullstack Developer,Data Engineer",Data Engineer
161,8,"R Programming,Certified Ethical Hacker (CEH),Cloud Architect",Data Engineer
162,9,"CPT,Backend Developer",Cloud Engineer
163,2,Machine Learning,Information Security Analyst
164,10,"Fullstack Developer,Security+,Python Programming,Information Security Analyst,R Programming",Project Manager
165,6,"Microsoft Certified: Azure Solutions Architect Expert,Information Security Analyst,R Programming,CEH,Data Analyst",Cloud Architect
166,2,"CEH,Statistician,Security+",Cloud Engineer
167,3,"Backend Developer,CPT,Certified Ethical Hacker (CEH),Information Security Analyst",Data Engineer
168,5,OSCP,Information Security Analyst
169,3,"R Programming,Machine Learning,Frontend Developer,Machine Learning Engineer",Web Developer
170,4,"HTML,Certified Ethical Hacker (CEH),R Programming,CSS",Project Manager
171,7,"PMP,R Programming,OSCP,Cloud Architect",Data Scientist
172,9,"HTML,Cloud Architect",Web Developer
173,4,"Microsoft Certified: Azure Solutions Architect Expert,Cloud Architect,Fullstack Developer,CEH",Data Scientist
174,9,"Certified Ethical Hacker (CEH),Information Security Analyst,OSCP,CISA,Data Engineer",Data Engineer
175,2,"Machine Learning,Certified Ethical Hacker (CEH),CPT,CEH",Data Engineer
176,9,"R Programming,Backend Developer,R Programming,Python Programming",Data Scientist
177,10,"Python Programming,Information Security Analyst,JavaScript,Data Engineer",Ethical Hacker
178,6,"SQL,Data Engineer,Backend Developer,Security+",Web Developer
179,8,"Data Engineer,CEH,R Programming,Data Engineer",Data Scientist
180,10,"Frontend Developer,Python Programming",Cloud Engineer
181,6,"OSCP,Fullstack Developer,CPT",Data Engineer
182,10,"PMP,Fullstack Developer,SQL,SQL",Cloud Engineer
183,1,"Data Analyst,CEH,Cloud Architect,Statistician,Backend Developer",Data Scientist
184,5,"CSS,CSS,AWS Certified Cloud Practitioner,Fullstack Developer,Information Security Analyst",Web Developer
185,2,"CISA,Statistician,PMI-PBA,CEH",Web Developer
186,2,"Data Engineer,Information Security Analyst,Microsoft Certified: Azure Solutions Architect Expert,Security+",Web Developer
187,9,"SQL,PMI-PBA,CISA,Data Analyst",Web Developer
188,9,"Statistician,Data Analyst,Frontend Developer,Data Analyst",Data Scientist
189,5,"Backend Developer,Statistician",Data Engineer
190,7,CISA,Software Engineer
191,4,"Information Security Analyst,CEH",Project Manager
192,5,DevOps Consultant,Project Manager
193,4,"Certified Ethical Hacker (CEH),Backend Developer,OSCP",Information Security Analyst
194,3,"CISA,Data Analyst,Backend Developer",Information Security Analyst
195,6,"Microsoft Certified: Azure Solutions Architect Expert,Cloud Architect,Statistician",Web Developer
196,4,PMP,Cloud Engineer
197,9,"Data Analyst,Information Security Analyst",Web Developer
198,8,"Frontend Developer,Cloud Architect",Ethical Hacker
199,8,"DevOps Consultant,Machine Learning Engineer,Python Programming",Web Developer
200,3,Machine Learning Engineer,Data Scientist
201,3,"CSS,CPT,Data Engineer,R Programming",Information Security Analyst
202,6,"Microsoft Certified: Azure Solutions Architect Expert,Information Security Analyst",Cloud Engineer
203,2,Statistician,Data Scientist
204,5,"Data Engineer,Data Engineer,CEH,AWS Certified Cloud Practitioner",Data Engineer
205,6,"AWS Certified Cloud Practitioner,Security+,Statistician,Python Programming",Cloud Engineer
206,1,"Fullstack Developer,Information Security Analyst",Ethical Hacker
207,6,Information Security Analyst,Data Scientist
208,6,Data Analyst,Software Engineer
209,4,"Data Engineer,Cloud Architect,PMP",Data Engineer
210,4,"DevOps Consultant,Data Engineer",Cloud Engineer
211,1,CEH,Data Scientist
212,8,"Frontend Developer,Cloud Architect,Data Engineer,CSS,AWS Certified Cloud Practitioner",Data Engineer
213,10,CEH,Cloud Architect
214,1,CSS,Machine Learning Engineer
215,4,"HTML,Cloud Architect",Cloud Engineer
216,5,"Cloud Architect,Google Cloud Certified Professional Cloud Architect,Information Security Analyst",Software Engineer
217,4,"CISA,Data Analyst,Data Engineer",Data Engineer
218,3,"HTML,Python Programming,Data Analyst",Web Developer
219,9,"SQL,Google Cloud Certified Professional Cloud Architect,CEH,CEH,Data Analyst",Data Engineer
220,6,Information Security Analyst,Data Scientist
221,6,"OSCP,Data Analyst,Data Analyst",Software Engineer
222,7,"Python Programming,Data Analyst,Microsoft Certified: Azure Solutions Architect Expert",Information Security Analyst
223,4,"JavaScript,Information Security Analyst",Project Manager
224,8,"PMI-PBA,Data Analyst,Python Programming",Cloud Engineer
225,6,"Machine Learning,Data Engineer,DevOps Consultant,CSS,Security+",Web Developer
226,6,"Network Engineer,Information Security Analyst,Fullstack Developer",Information Security Analyst
227,6,"PMI-PBA,CSS,CEH,Frontend Developer",Project Manager
228,3,Cloud Architect,Web Developer
229,6,"Backend Developer,CISA",Data Scientist
230,4,"Certified Information Systems Security Professional (CISSP),OSCP",Data Scientist
231,10,"Information Security Analyst,Backend Developer,SQL",Data Scientist
232,8,"CPT,CEH,PMI-ACP,Data Analyst,Data Engineer",Information Security Analyst
233,6,"CEH,AWS Certified Cloud Practitioner,Fullstack Developer",Project Manager
234,4,Machine Learning,Cloud Architect
235,1,OSCP,Data Scientist
236,4,Security+,Data Engineer
237,3,"Cloud Architect,Backend Developer",Data Engineer
238,4,"Certified Information Systems Security Professional (CISSP),Certified Ethical Hacker (CEH),Certified Information Systems Security Professional (CISSP),R Programming,CEH",Data Scientist
239,8,"Cloud Architect,HTML,CPT,Cloud Architect",Data Engineer
240,9,"Security+,Data Engineer,Web Development,Cloud Architect",Information Security Analyst
241,1,"Data Analyst,Cloud Architect,Certified Ethical Hacker (CEH)",Data Scientist
242,2,DevOps Consultant,Web Developer
243,1,"Data Engineer,CSS,Network Engineer,Security+",Data Scientist
244,9,"CISA,Certified Ethical Hacker (CEH)",Project Manager
245,10,"Python Programming,Data Analyst,Statistician",Data Engineer
246,9,"Google Cloud Certified Professional Cloud Architect,Fullstack Developer,Backend Developer,CEH",Project Manager
247,7,"Cybersecurity Analyst,Statistician,AWS Certified Cloud Practitioner,Security+,Security+",Project Manager
248,3,"Microsoft Certified: Azure Solutions Architect Expert,Data Analyst,CEH,Certified Ethical Hacker (CEH),PMI-ACP",Web Developer
249,4,"Python Programming,CEH,Data Engineer,CSS",Data Engineer
250,2,"Certified Ethical Hacker (CEH),Information Security Analyst,Google Cloud Certified Professional Cloud Architect",Cloud Engineer
251,10,"OSCP,Statistician,Data Engineer",Information Security Analyst
252,8,"Fullstack Developer,Python Programming",Data Engineer
253,2,AWS Certified Cloud Practitioner,Data Scientist
254,1,"CEH,Security+",Data Scientist
255,6,"CSS,Statistician",Data Scientist
256,3,"CEH,Certified Ethical Hacker (CEH),Network Engineer,Cloud Architect,Fullstack Developer",Ethical Hacker
257,10,"Backend Developer,Microsoft Certified: Azure Solutions Architect Expert",Data Scientist
258,7,"Certified Ethical Hacker (CEH),CEH,Backend Developer",Web Developer
259,9,Data Analyst,Web Developer
260,8,"JavaScript,Web Development,CPT,PMI-PBA,R Programming",Data Scientist
261,1,"Security+,Microsoft Certified: Azure Solutions Architect Expert",Cloud Architect
262,3,"Data Analyst,R Programming,Certified Information Systems Security Professional (CISSP),SQL",Ethical Hacker
263,1,"Microsoft Certified: Azure Solutions Architect Expert,Machine Learning,Data Engineer,DevOps Consultant",Cloud Engineer
264,4,"Data Engineer,Backend Developer,Information Security Analyst,Data Analyst,OSCP",Data Scientist
265,9,"Backend Developer,CISA,Data Analyst,CSS",Information Security Analyst
266,8,"Data Analyst,DevOps Consultant,Data Analyst",Ethical Hacker
267,3,PMI-ACP,Information Security Analyst
268,9,"Information Security Analyst,JavaScript,Microsoft Certified: Azure Solutions Architect Expert",Data Scientist
269,5,"Certified Information Systems Security Professional (CISSP),Certified Ethical Hacker (CEH),Data Analyst",Data Scientist
270,6,"Fullstack Developer,R Programming,Google Cloud Certified Professional Cloud Architect",Cloud Architect
271,7,"Cloud Architect,Information Security Analyst,PMP,Certified Ethical Hacker (CEH)",Information Security Analyst
272,2,"CISA,CEH,CEH",Cloud Engineer
273,9,"SQL,SQL",Cloud Engineer
274,2,"AWS Certified Cloud Practitioner,Backend Developer,SQL,Certified Ethical Hacker (CEH),CSS",Web Developer
275,3,"Security+,Information Security Analyst,Cloud Architect,CPT",Web Developer
276,9,"Information Security Analyst,Security+,Certified Information Systems Security Professional (CISSP),Web Development,Information Security Analyst",Data Scientist
277,2,"Data Engineer,PMP,Data Engineer,Cloud Architect",Data Scientist
278,2,"R Programming,CISA,Backend Developer,Data Science",Cloud Engineer
279,2,R Programming,Data Scientist
280,3,Statistician,Ethical Hacker
281,8,"PMP,CSS,CPT,Certified Ethical Hacker (CEH)",Web Developer
282,9,"PMP,Network Engineer,Certified Ethical Hacker (CEH),OSCP,Statistician",Data Scientist
283,9,"Data Engineer,Backend Developer,Statistician,Data Science,Data Analyst",Project Manager
284,2,"Data Engineer,Cloud Architect,Security+,Certified Ethical Hacker (CEH),Fullstack Developer",Information Security Analyst
285,1,"CEH,PMI-PBA,Statistician,Machine Learning Engineer",Cloud Engineer
286,6,"PMI-ACP,PMP,Microsoft Certified: Azure Solutions Architect Expert",Web Developer
287,7,CSS,Data Engineer
288,6,"CEH,CSS,PMI-ACP,AWS Certified Cloud Practitioner",Data Engineer
289,10,"Web Development,Information Security Analyst,R Programming,DevOps Consultant",Data Scientist
290,8,"AWS Certified Cloud Practitioner,CISA,Certified Information Systems Security Professional (CISSP)",Software Engineer
291,1,"PMI-ACP,Python Programming,Cybersecurity Analyst,Web Development",Cloud Engineer
292,9,"Data Engineer,Data Analyst,PMI-ACP,AWS Certified Cloud Practitioner,Fullstack Developer",Information Security Analyst
293,9,"Cloud Architect,PMP,Python Programming,Cloud Architect,Backend Developer",Data Engineer
294,4,"Security+,Python Programming,Microsoft Certified: Azure Solutions Architect Expert,Machine Learning,HTML",Cloud Engineer
295,8,Cloud Architect,Ethical Hacker
296,6,"DevOps Engineer,Information Security Analyst,JavaScript,Cybersecurity Analyst",Data Engineer
297,3,"R Programming,PMP,Data Analyst",Ethical Hacker
298,5,"Fullstack Developer,PMP,Data Engineer",Cloud Engineer
299,3,"Frontend Developer,Data Science,CEH,Backend Developer",Cloud Engineer
300,3,CSS,Ethical Hacker
301,5,"Python Programming,Cloud Architect,Data Engineer,Frontend Developer,Statistician",Data Scientist
302,2,Data Engineer,Web Developer
303,6,"Certified Ethical Hacker (CEH),Network Engineer,Cloud Architect,PMI-ACP,Google Cloud Certified Professional Cloud Architect",Cloud Engineer
304,6,"Certified Ethical Hacker (CEH),PMP",Web Developer
305,5,"Data Analyst,Backend Developer,PMI-ACP",Data Scientist
306,9,Python Programming,Web Developer
307,8,"Google Cloud Certified Professional Cloud Architect,CSS,R Programming,PMI-ACP",Machine Learning Engineer
308,1,"HTML,Information Security Analyst,Google Cloud Certified Professional Cloud Architect",Information Security Analyst
309,1,"Cybersecurity Analyst,DevOps Consultant,Backend Developer,Data Analyst,Certified Information Systems Security Professional (CISSP)",Information Security Analyst
310,6,"Information Security Analyst,AWS Certified Cloud Practitioner",Data Scientist
311,10,"Data Analyst,Cybersecurity Analyst,R Programming",Data Engineer
312,6,"SQL,Backend Developer,SQL,Certified Information Systems Security Professional (CISSP)",Cloud Engineer
313,8,"CISA,Machine Learning Engineer,CSS,CSS,Machine Learning",Cloud Architect
314,7,"AWS Certified Cloud Practitioner,SQL,CEH",Data Engineer
315,2,"Fullstack Developer,DevOps Engineer,Certified Information Systems Security Professional (CISSP),Cloud Architect",Cloud Engineer
316,4,"Fullstack Developer,PMI-ACP,Statistician,R Programming",Data Engineer
317,1,"CEH,AWS Certified Cloud Practitioner,Cybersecurity Analyst,Frontend Developer",Information Security Analyst
318,2,"CSS,Fullstack Developer,Microsoft Certified: Azure Solutions Architect Expert",Cloud Engineer
319,2,"Data Analyst,Google Cloud Certified Professional Cloud Architect,PMP",Ethical Hacker
320,7,"CPT,Network Engineer,Cloud Architect,R Programming",Web Developer
321,9,"Information Security Analyst,Data Engineer,Certified Ethical Hacker (CEH),SQL,Backend Developer",Cloud Engineer
322,2,CSS,Information Security Analyst
323,1,"Backend Developer,Data Analyst,AWS Certified Cloud Practitioner,Certified Ethical Hacker (CEH),Security+",Cloud Engineer
324,7,Machine Learning,Web Developer
325,4,Information Security Analyst,Ethical Hacker
326,9,"Cloud Architect,AWS Certified Cloud Practitioner",Ethical Hacker
327,7,"PMP,Data Engineer,R Programming",Data Engineer
328,10,"Information Security Analyst,Python Programming,Information Security Analyst",Web Developer
329,3,"Data Engineer,PMI-PBA,Data Analyst,OSCP",Ethical Hacker
330,10,"Data Engineer,Data Analyst,DevOps Consultant,PMP,Google Cloud Certified Professional Cloud Architect",Information Security Analyst
331,7,"Certified Information Systems Security Professional (CISSP),PMI-ACP,Security+",Data Scientist
332,3,"Data Analyst,R Programming",Data Scientist
333,9,"R Programming,PMI-ACP,Backend Developer,CSS,CEH",Information Security Analyst
334,5,"SQL,Google Cloud Certified Professional Cloud Architect,PMI-PBA,DevOps Consultant",Cloud Engineer
335,10,"Python Programming,Data Analyst,Security+",Data Engineer
336,7,SQL,Data Engineer
337,2,"Frontend Developer,R Programming,CSS,Certified Ethical Hacker (CEH),OSCP",Data Scientist
338,10,Security+,Cloud Engineer
339,8,"Data Analyst,Statistician",Data Engineer
340,3,"PMI-PBA,R Programming",Web Developer
341,10,"Fullstack Developer,CSS,OSCP,AWS Certified Cloud Practitioner,Data Analyst",Ethical Hacker
342,9,"Cloud Architect,Backend Developer,Data Engineer,Data Analyst,PMP",Data Engineer
343,9,"HTML,Information Security Analyst,CPT,Certified Information Systems Security Professional (CISSP)",Cloud Engineer
344,8,"SQL,Information Security Analyst",Data Scientist
345,4,"Data Analyst,R Programming",Web Developer
346,10,Network Engineer,Ethical Hacker
347,10,PMI-PBA,Cloud Engineer
348,5,"CSS,Frontend Developer,Certified Ethical Hacker (CEH)",Cloud Engineer
349,9,Cloud Architect,Data Engineer
350,3,"Data Engineer,JavaScript",Web Developer
351,7,R Programming,Data Scientist
352,10,"PMP,CEH,Information Security Analyst,Security+",Cloud Engineer
353,6,"Data Analyst,Data Engineer,R Programming,Network Engineer,Backend Developer",Web Developer
354,5,"Information Security Analyst,Certified Ethical Hacker (CEH),Cloud Architect",Information Security Analyst
355,3,"R Programming,SQL,CSS,CEH",Cloud Architect
356,5,"CISA,CISA",Web Developer
357,5,"Certified Information Systems Security Professional (CISSP),PMI-ACP,R Programming",Software Engineer
358,2,"PMP,Backend Developer,R Programming",Data Engineer
359,3,"Data Analyst,Microsoft Certified: Azure Solutions Architect Expert,Security+",Cloud Engineer
360,2,"Statistician,PMI-ACP,Cloud Architect",Data Engineer
361,4,CEH,Cloud Engineer
362,5,"Backend Developer,Data Engineer,CISA,Cloud Architect",Data Scientist
363,6,DevOps Consultant,Ethical Hacker
364,5,"Cloud Architect,AWS Certified Cloud Practitioner,Data Analyst,DevOps Consultant",Data Scientist
365,7,"PMI-PBA,Machine Learning Engineer",Data Engineer
366,10,"Microsoft Certified: Azure Solutions Architect Expert,CPT",Web Developer
367,4,CSS,Information Security Analyst
368,6,PMI-PBA,Data Engineer
369,7,"R Programming,OSCP,Cloud Architect,Data Engineer",Data Scientist
370,2,"DevOps Engineer,Certified Information Systems Security Professional (CISSP),Machine Learning",Data Scientist
371,6,"Data Engineer,R Programming,Information Security Analyst,PMI-PBA,Data Science",Information Security Analyst
372,1,"Cloud Architect,PMI-PBA",Cloud Engineer
373,2,"Data Analyst,R Programming",Software Engineer
374,1,"Information Security Analyst,Web Development,Network Engineer",Data Engineer
375,4,JavaScript,Data Scientist
376,5,"Cybersecurity Analyst,CISA",Ethical Hacker
377,4,Certified Ethical Hacker (CEH),Web Developer
378,7,"Certified Ethical Hacker (CEH),PMP,Python Programming,R Programming,Frontend Developer",Ethical Hacker
379,5,Fullstack Developer,Information Security Analyst
380,7,"Certified Ethical Hacker (CEH),Network Engineer,Cloud Architect",Cloud Engineer
381,8,"Web Development,OSCP",Software Engineer
382,6,"Certified Ethical Hacker (CEH),Certified Information Systems Security Professional (CISSP),CPT,Fullstack Developer",Information Security Analyst
